MAP2K4	FLNC
GRIK2	SDCBP
GRIK2	PICK1
GRIK1	PICK1
GRIK1	SDCBP
CCNT1	GRN
RGS19	GNAZ
RGS19	GNAO1
RGS19	GNAI2
RGS19	GNAI3
HSF2	UBE2I
LIMK1	NRG1
FGF7	HSPG2
PRRC2A	MAD2L2
PRRC2A	P4HA2
PRRC2A	CCR10
C1QBP	PRRC2A
EIF3E	PRRC2A
PRRC2A	GANAB
HNRNPA1	PRRC2A
PRRC2A	PSMA3
HNRNPM	PRRC2A
PRRC2A	MAN2C1
PRRC2A	SSR3
PRRC2A	DDX20
UBAP2L	PRRC2A
IMMT	PRRC2A
PRRC2A	CPSF1
PRRC2A	PRMT2
PRRC2A	QARS
IFT88	PRRC2A
XRN1	BAG6
HTT	SETD2
HAP1	HTT
HTT	ZDHHC17
HYPK	HTT
TRIP10	HTT
MEF2D	YWHAQ
TCF3	HAND2
TCF3	ID3
IGF1R	IRS1
YWHAE	IGF1R
SOCS1	IGF1R
PTK2	IRS1
MAPK8	IRS1
INSR	IRS1
IL1A	NDN
JAK2	PRMT5
JAK2	SOCS1
BYSL	KRT8
KRT18	CBL
KRT18	DNAJB6
LMNA	LMNB1
LMNA	SREBF1
LMNA	NARF
MLLT4	BCR
BNIPL	BCL2
BNIP2	BCL2
SMN1	BCL2
TP53BP2	BCL2
RTN4	BCL2
BCL2	BECN1
NFKB1	LYL1
SKAP1	PTPRC
ALOX5	COTL1
VAV1	XRCC6
NCF4	XRCC6
XRCC5	XRCC6
MRE11A	XRCC6
CBX5	XRCC6
PIAS4	LEF1
MITF	LEF1
DHDDS	LOX
YBX1	SRSF9
ATRNL1	MC4R
ATF7IP	MBD1
CHAF1A	MBD1
MITF	PIAS3
MITF	PATZ1
MITF	UBE2I
ANP32A	MAP1B
MCM7	ORC1
MCM7	RB1
MCM7	DBF4
MCM7	CDC7
MCM7	ORC3
MCM7	RPA1
MCM7	FHL2
MCM7	ORC2
MCM7	ORC5
NOV	POLR2L
KMT2A	PPIE
KMT2A	PPP1R15A
MLLT4	RAP1GAP
MLLT4	PVRL1
MLLT4	PFN1
NEB	MYPN
NGFR	PRKACB
LSM7	NPY1R
SNCAIP	SNCA
EPB41L1	NUMA1
MAP3K8	NFKB1
RELA	FOS
RELA	PIAS3
RELA	RNF25
RELA	PPP1R13L
HNRNPA1	FEN1
NOP2	MCRS1
ETS1	DAXX
PLXNA1	AKT1
AKT2	APPL1
ETS2	CDK10
SHANK2	CTTN
CTTN	WIPF1
CSF1R	SOCS1
SNW1	SKI
NRAS	RAP1GDS1
GLMN	MET
KDM5B	FOXG1
VAV1	EZH2
REL	PPP4C
FLT1	SHC1
OPRD1	GPRASP1
MYO1C	CBL
PDE6D	RHOB
PDE6D	RHOA
RAP1GDS1	RHOA
PAX5	TLE4
KDM5B	PAX9
KALRN	PAM
NRBF2	PPARA
PIK3R3	PIK3CA
APOA1	PDE1A
LSM8	PGD
SNX17	SELP
PKD1	PKD2
PKD2	TRPC1
KCNA4	DLG1
PFN2	FHOD1
HUS1	PCNA
PTPRB	MAGI3
PRKAR1A	PRKAR1B
PRKAR1B	AKAP1
FER	TMF1
MAPK1	NEK2
HABP4	GNB2L1
NSMAF	GNB2L1
AR	GNB2L1
ITGB2	GNB2L1
PDPK1	PRKCZ
WWC1	PRKCZ
EP300	MAF
ARHGDIG	RHOG
CD2AP	RAB4A
RABEP1	RAB5A
RIN3	RAB5B
PDE6D	RAP1A
RAP1GDS1	RAP1A
KRIT1	RAP1A
RGL2	RAP1B
PDE6D	RAP2B
EXOC8	RALA
BRCA2	RAD51
RAD51	RAD51AP1
DMC1	RAD51
RPA1	ORC2
RPA2	ORC2
HBP1	RB1
RB1	TRAP1
AATF	RB1
RB1	THOC1
HBP1	RBL2
RXRA	BRD8
NRBF2	RXRA
ANK1	RHAG
LMO2	KDM5A
TAL1	LMO2
UPF2	RPS25
RPLP1	RPLP2
CYTH1	ARFRP1
TOP3B	SNRPB
PDZK1	SLC9A3
PDZK1	SLC17A1
ANK1	OBSCN
SOX9	NR5A1
NR5A1	NRIP1
CLU	TGFBR2
UNC13B	STX1A
CD27	SIVA1
FKBP1A	TGFBR1
YY1	FKBP1A
FKBP2	ARFGEF1
TAL1	NCAPG2
TXN	NCF4
PRKAR1A	AKAP1
MYO7A	PRKAR1A
PRKAR1A	AKAP10
TCAP	TTN
APBB1	TFCP2
CEBPZ	NFYB
ZEB1	DRAP1
ZEB1	KAT5
NDN	E2F1
ATM	ABL1
NTRK1	ABL1
RAP1GDS1	HRAS
HSH2D	FES
RAP1GDS1	KRAS
SRC	EPHB2
TGFBR1	TGFBR2
TNNC1	TNNT1
TNFAIP3	TAX1BP1
TP53	WWOX
TP53	CDC14A
TNFRSF1A	PSMD2
KDR	SHC2
DDR2	SHC1
CDH1	CTNND1
CDH1	CBLL1
ITGA1	BIN1
ITGA4	EED
FLI1	GATA1
VHL	FLNA
VHL	VBP1
VHL	JADE1
XRCC1	LIG3
XRCC1	PNKP
ZNF24	ZNF174
ZNF10	TRIM28
ZNF10	TRIM24
COG5	MEFV
MYO7A	VEZT
XPA	RPA4
XPC	RAD23A
FLNA	CMIP
AR	FLNA
FLNA	TRIO
FLNA	CASR
HCFC1	GABPA
AGTR2	MTUS1
RANBP9	USP11
SFPQ	NONO
PDPK1	PRKCI
BMX	PTPN21
BYSL	TRO
CITED1	SMAD4
MYPN	ACTN3
TBR1	CASK
ID1	CASK
LRP2	DLG3
ERBB4	DLG3
NCS1	IL1RAPL1
ARHGEF11	PLXNB3
UNC5A	MAGED1
LRPPRC	UXT
CBX5	SUV39H1
UBE3A	UBQLN2
RAB9A	RABEPK
CTBP2	KLF8
UPF3B	TTC19
UPF3B	UPF2
UPF3B	MCRS1
NXF3	XPO1
CDC6	PPP2R3B
TIMM8A	STAM
SH3GL3	SH3KBP1
DTNA	DMD
TRIP10	WAS
GPHN	ARHGEF9
PQBP1	TXNL4A
PQBP1	WBP11
GATA1	ZFPM2
F8	PHYH
SH2D1A	SLAMF1
FMR1	UBE2I
FXR1	FMR1
FMR1	NUFIP1
MSN	TSC1
ARAF	ASS1
MAP2K2	ARAF
ARAF	COPS3
POLA1	RBMS1
RPGR	RPGRIP1
RPGR	PDE6D
HTR2C	MPDZ
SYP	AP1G1
TAF1	UBTF
AR	RAN
AR	NR2C2
AR	NCOA3
AR	RNF4
AR	NCOA4
AR	PAK6
RANBP9	AR
AR	RCHY1
AR	PIAS2
BPY2	UBE3A
SORBS1	INSM1
YAF2	YY1
CBX3	LBR
CBX5	LBR
MAPK8IP3	KLC1
ERBB4	SNTB2
BCL2L1	AVEN
BCL2L1	BNIP3
BCL2L1	RTN1
BCL2L1	RTN4
BAX	BCL2A1
ABCA1	FADD
LRP2	MAGI1
ANKRA2	LRP2
LRP2	LRP2BP
LRP2	DAB2
LRP2	DLG2
TAF13	TBP
PTPN12	PSTPIP1
PTPN12	SHC1
PTPN12	PXN
TUFT1	TFIP11
PDE4DIP	PDE4D
CREBBP	HNF4A
CREBBP	NFE2L2
CREBBP	TDG
CREBBP	AIRE
AP1B1	AP1G1
PPP1R9B	CDKN2A
JAK3	TIAF1
JAK3	STAT5A
EIF5A	RPL5
PTRH2	AES
TLE1	HES6
TLE1	FOXA2
IL6ST	TLE1
EPS8	DVL1
TOP3B	CENPF
UPF1	HIRA
NFU1	HIRA
PKN2	PTPN13
PKP4	DSC3
ATXN1	COIL
PEX16	PEX19
NDN	NUBP1
ZNHIT3	HNF4A
IARS	GARS
HTRA2	MAPK14
DUSP10	MAPK14
BBS4	PCM1
BCAR1	RAPGEF1
LSM1	PSMB5
RANBP9	S100A7
TRAIP	FLII
CSTF2	SUB1
CSTF1	BARD1
XRCC2	RAD51D
MSC	ID2
ID2	TCF12
TCF4	ID2
PEX12	PEX5
PEX13	PEX5
ARFIP2	ARF6
NCBP2	NCBP1
PMF1	NFE2L2
EIF2AK3	NFE2L2
LSM8	IGHMBP2
DLG4	KCNJ4
NCK1	EPHB1
MINK1	NCK1
RECQL	KPNA4
RECQL	KPNA2
ERBB4	DLG4
ERBB4	YAP1
ERBB4	DLG2
PIAS1	STAT1
MAPKAPK2	SHC1
DLG4	KCNJ2
LY9	AP2M1
PPP1R9B	TIAM1
PTBP1	HNRNPL
IFI35	NMI
PSEN2	KCNIP3
TTF1	PTRF
CDKN1B	NUP50
LIMK1	BMPR2
FXR1	CYFIP2
INPPL1	SORBS1
NCOR2	SPEN
NCOR2	ZBTB16
CDKN1C	LIMK1
UGCG	RTN1
SERPINH1	UBQLN4
NEUROD1	HAP1
HAP1	DCTN1
HAP1	HGS
COPB1	COPG1
COPB1	COPG2
MYO6	DAB2
DCP1A	SMAD4
BPTF	MAZ
F11R	TJP1
ADAM17	DLG1
DHDDS	NPC2
ARHGEF11	PLXNB1
BOK	BCL2A1
BCL2A1	BAD
LSM6	SNRPD2
LSM7	SNRPD3
LSM3	SNRPD3
LSM8	SNRPD1
PDZK1	ABCC2
CADM1	MPP3
MPP6	THOP1
DUSP10	MAPK8
CSPG4	GRIP2
RAN	RANBP1
CDC6	ORC2
ORC2	DBF4
CDC45	ORC2
TGFB1I1	PTK2B
UBQLN1	MTOR
ITGA3	BIN1
BIN1	SNX4
YWHAZ	BCAR1
BMPR1A	SF3B4
PKD1	RGS7
HNRNPD	LSM5
HECW1	DVL1
VPS37A	TSG101
KAT5	ETV6
MYBL2	ZNF622
CACYBP	SKP1
MAD2L1	ESR2
PPARG	NCOA4
BAG1	HSPA8
PPP1R15A	BAG1
GRB10	GIGYF2
PROX1	EP300
ATXN1	UBQLN4
ATXN1	ANP32A
ATXN1	USP7
EZH2	EED
KHDRBS1	RAPSN
CITED2	TFAP2C
RIT1	RALGDS
MRAS	RALGDS
PGR	UBE3A
RAD23A	PSMD4
RAD23B	PSMD4
LSM8	GTF2I
THRB	PSMC5
TRAIP	TRAF1
HIVEP3	TRAF1
XRN1	SMARCD2
RNF7	CUL5
TRIM28	SETDB1
PEX7	PHYH
PEX12	PEX10
SP3	STK19
RFXAP	RFX5
HIVEP3	TRAF2
TRAIP	TRAF2
ORC1	CDC7
BCL2L2	BCL2L11
STAP2	PTK6
EXOSC6	PSMB1
DCP2	PSMB1
IL16	PPP1R12A
RING1	CBX4
DOCK8	RAC1
RAC1	RAP1GDS1
RAC1	ARFIP2
RAC2	CUL1
LSM8	TALDO1
TRPV1	SYT9
TACC1	YEATS4
PRMT5	CLNS1A
SIAH1	KIF22
PEG10	SIAH1
SIAH1	CACYBP
PEG10	SIAH2
ATXN7	CRX
NEDD4	UBE2D2
TTF2	DRAP1
ILK	ILKAP
ILK	LIMS1
DNM2	SHANK1
DNM2	SHANK2
BLMH	UBE2I
PPP2R5D	HAND2
HAND2	COPS5
CFTR	GOPC
SLBP	ERI1
SCAMP1	ITSN1
IPCEF1	CYTH2
NRIP1	NR0B1
HEXIM1	CCNT1
RGS4	COPB2
MAP3K3	MAP2K5
SNAP23	SNAPIN
NPAS4	ARNTL
RANBP3	XPO1
GOLGA2	GORASP2
MAGOH	RBM8A
ASIC3	MAGI1
IL1RAP	TOLLIP
FHL2	SFPQ
PPP1R8	EED
UPF2	EIF4A1
PDE6D	RND1
ARHGAP5	RND3
HNRNPAB	TP63
NR1H4	NCOA1
MCM3	MCM5
MCM3	CDC45
MCM3	DBF4
MCM3	ORC5
MCM3	ORC4
MCM5	CDC7
EP300	CITED2
APBA2	CLSTN1
FYB	SKAP1
PRKAB1	PRKAG1
PRKAB1	PRKAG2
PRKAB2	PRKAG1
PRKAB2	PRKAG2
PRKAG1	PRKAG2
RGPD5	TNPO1
DNMT3A	UBE2I
THRB	BRD8
RNF4	PATZ1
TTF2	CDC5L
PPL	KAZN
SAFB	SAFB2
MAPK8IP3	MAPK10
MAPK11	HDAC3
PIAS4	SMAD7
TRIP6	LPAR2
LHX2	CITED2
E2F6	RYBP
POLE2	SAP18
BTG1	PRMT1
RNF216	TLR3
RNF216	TLR4
RNF216	TLR5
ENAH	ABI1
SRSF7	DUSP11
DUSP11	SRSF9
NEDD9	SMAD3
RNF7	CUL1
SRRM2	PNN
MCL1	BAD
DAXX	MCRS1
MVD	BTAF1
FANCA	SMARCA4
XRN1	CHD4
ARHGEF7	SHANK2
FNBP1	TNKS
BIRC5	AURKB
TNFRSF25	TRADD
XRN1	PABPC4
ITGA3	RABIF
RIPK3	RIPK1
LSM7	MYH13
MALT1	BCL10
C9ORF89	BCL10
AP1S1	AP1G2
AP1S1	AP1G1
AP1S2	AP1G1
AP1S2	AP1G2
XRN1	AP1G2
VAMP4	AP1M1
MBD2	GPN1
MBD3L1	MBD3
TOP3B	CHD8
RABEP1	HUNK
UBOX5	UBE2L3
PDZK1	SLC22A4
PDZK1	AKAP10
PDZK1IP1	PDZK1
PDZK1	SLC22A12
DNM1L	GSK3B
HEXIM1	CCNT2
RNF7	CUL4A
RNF7	CUL2
RAB27A	SYTL4
BYSL	TROAP
RGS6	DMAP1
MPP6	EIF3G
TACC3	AKAP9
FNBP1	AKAP9
DIS3	ZBTB17
PLCB2	TRPM7
PKP4	ERBB2IP
ARHGEF11	PLXNB2
RND1	PLXNB2
LSM1	GRHPR
COPG1	COPG2
VPS37C	HGS
GNA13	AKAP3
GRAP2	GAB1
GRAP2	CCNDBP1
ANAPC5	PABPC1
ITGAE	EED
TOM1	TOLLIP
TTF2	TNIP1
TTF2	DCP1A
TTF2	PDCD6IP
TTF2	PRDX4
TTF2	CLPB
TTF2	TACC3
STK16	NAGK
NCKAP1	ABI1
GADD45G	GADD45GIP1
PACSIN2	PACSIN3
UNC13B	SPTBN2
KCNJ1	SLC9A3R1
ARHGEF7	SHANK1
UPF3A	GSK3B
NBL1	UBQLN1
UBQLN1	P4HB
EEA1	RAB22A
URI1	DMAP1
CNKSR1	RASSF1
PARP4	MVP
EED	HDAC2
DISC1	FEZ1
MCL1	BOK
SNX9	ADAM15
RNF216	TLR9
RAB11FIP4	RAB11A
UPF3A	IFITM2
RHOQ	GOPC
RHOQ	EXOC7
PBLD	STRAP
XRN2	TOLLIP
ABI3	ABI3BP
PINX1	MCRS1
PACSIN1	PACSIN3
TXNIP	ZBTB32
CSPG5	GOPC
ASIC3	GOPC
ZMYND8	FHOD1
HSH2D	TNK2
IPO13	PAX6
PLCB1	TRPM7
OSTM1	RGS17
OSTM1	RGS20
ORC6	CDC7
AP4E1	AP4B1
CENPK	SOX6
LSM1	VPS11
LSM1	EXOSC8
LSM1	EXOSC6
LSM1	N4BP1
LSM1	LSM2
LSM2	LSM8
LSM2	LSM3
LSM2	LSM7
LSM3	LSM7
LSM3	XRN2
LSM3	LSM10
LSM4	XRN1
LSM6	MCRS1
LSM6	POLD2
LSM7	EXOSC8
LSM7	RAB29
LSM7	EXOSC6
LSM8	COL23A1
LSM8	DBF4
LSM8	KCTD3
LSM8	EXOSC6
LSM8	DCP1A
LSM8	THUMPD3
ECT2	PARD6A
LRPPRC	MAP1S
LRPPRC	CECR2
LRPPRC	HEBP2
HSPB8	HSPB1
XRN1	CCT5
THEG	CCT5
PPFIA1	GIT1
SYNCRIP	PTPN11
RARA	NRBF2
RARA	ZBTB16
MECR	RARA
UFD1L	NPLOC4
TRIB3	ATF4
NPAS4	ARNT2
PARN	SPATC1L
EXOSC5	SFPQ
THRB	NCOA2
NRBF2	THRB
GFI1	PIAS3
NEDD9	ITCH
TGS1	EED
DHDDS	ND1
MYCBP	MYCBPAP
LOXL1	FBLN5
MT2A	PRKD1
PRKG1	NPR1
SRC	ND2
RNF11	EPS15
KCNJ1	SLC9A3R2
KCNG2	KCNB1
DIO2	USP33
UBE2I	CHD3
TOPORS	UBE2I
PER1	CRY1
PER2	CRY1
ARNTL	CRY1
THAP1	PAWR
SERBP1	CHD3
HSF1	SYMPK
DTNB	KIF5A
MCM4	CDC7
RBBP8	LMO4
CCNE1	CUL3
FKBP2	EPB41L2
GRIA1	EPB41L2
PDZD2	CTNND2
GNG5	GNB5
GNG4	GNB5
GNG3	GNB5
GNB5	GNG7
ARL6	ARL6IP5
PIKFYVE	RABEPK
ARF3	GGA2
SORT1	GGA2
EXOSC6	EXOSC8
EXOSC6	EXOSC7
ZNF496	NSD1
MPP6	ARHGAP18
MPP6	KNSTRN
MPP6	EXOSC10
MPP6	SNX9
MPP6	SKIV2L2
MPP6	AATF
PUM2	NANOS1
ARL6	ARL6IP4
ARL6	ARL6IP1
POLR1C	POLR1D
DNAJA3	RNF34
ING4	RELA
COPG1	COPZ1
COPG1	COPZ2
LRRC7	CNKSR2
EXOC8	EXOC2
ASIC3	LIN7B
TCP10L	MXD4
RND1	UBXN11
EXOSC6	DNAJC30
DXO	XRN2
UPF2	XRN2
ZHX1	ZHX3
MAPKAPK2	PHC2
CDC7	DBF4
ARPC5	ARPC4
MYPN	NEBL
NIF3L1	THOC7
GGA3	TSG101
PHACTR3	PPP1CA
ARL6	ATL2
ARL6	ARL6IP6
ARID1B	SMARCA4
PRPF6	TXNL4B
PPFIA1	ERC2
ERC2	PPFIA4
EVL	DNMBP
VPS37A	VPS28
PKD2L1	TNNI3
TNNI3K	TNNI3
ECT2	KLHL20
TAF13	TAF10
EXOSC6	EXOSC1
CDK14	8-SEP
TLK1	ASF1A
TLK1	ASF1B
ANKRD23	MYPN
GOLGA7	GOLGA3
CDHR2	MAST2
SMAD2	RASD2
SMAD2	RAB34
SMAD2	RHEBL1
SMAD2	RAB38
SMAD2	RHOBTB1
SMAD2	ARHGEF7
SMAD2	RPS27A
SMAD2	FBXO3
SMAD2	SQSTM1
SMAD2	PPP2R2D
SMAD2	MAP2K3
SMAD2	NUAK2
SMAD2	UHMK1
SMAD2	ARHGEF6
SMAD2	RGS3
SMAD2	LHX9
SMAD2	TRIM35
SMAD2	WWP2
SMAD2	RHOJ
SMAD2	RHOD
SMAD2	ARL4D
SMAD2	ARHGEF1
SMAD2	CDC40
SMAD2	IRAK2
SMAD2	LMO2
SMAD2	SMAD3
SMAD3	RRAS2
SMAD3	ARHGEF7
SMAD3	PPP2R2D
SMAD3	WWP2
SMAD3	RASD2
SMAD3	RAB38
SMAD3	FBXO3
SMAD3	SQSTM1
SMAD3	MAP2K3
SMAD3	WEE1
SMAD3	ARHGEF6
SMAD3	RGS3
SMAD3	TRIM35
SMAD3	CLASRP
SMAD3	GSC
SMAD4	RHOG
SMAD4	RASD2
SMAD4	RAB13
SMAD4	RHOJ
SMAD4	RAB2B
SMAD4	RHOD
SMAD4	RAC2
SMAD4	NRAS
SMAD4	RAB3B
SMAD4	RAB38
SMAD4	RRAS2
SMAD4	ARFRP1
SMAD4	ARL5B
SMAD4	ARHGEF11
SMAD4	ARHGEF7
SMAD4	SQSTM1
SMAD4	NEK6
SMAD4	STK35
SMAD4	RIPK2
SMAD4	MAP2K3
SMAD4	CHEK1
SMAD4	EIF2AK4
SMAD4	NUAK2
SMAD4	TSSK3
SMAD4	PBK
SMAD4	UHMK1
SMAD4	PLK4
SMAD4	ILKAP
SMAD4	TRIM35
SMAD4	RNF14
SMAD4	RNF138
SMAD4	SMAD1
SMAD4	SMAD3
SMAD4	STAT1
SMAD4	OCLN
SMAD4	HDGF
SMAD4	RAB34
SMAD4	UBB
SMAD4	RPS27A
SMAD4	ITK
SMAD4	AP2B1
SMAD4	RSPH14
SMAD4	SMAD2
SMAD4	APBB2
SMAD7	WWP2
TGFBR1	NKIRAS1
TGFBR1	RASD2
TGFBR1	RAB13
TGFBR1	RAB33B
TGFBR1	RHEBL1
TGFBR1	RAB6B
TGFBR1	RHOD
TGFBR1	RAB3B
TGFBR1	RAB38
TGFBR1	RHOBTB1
TGFBR1	ARL4D
TGFBR1	GIT2
TGFBR1	GNA13
TGFBR1	ARHGAP31
TGFBR1	CHN2
TGFBR1	BCR
TGFBR1	CHN1
TGFBR1	FBXL12
TGFBR1	ATG16L1
TGFBR1	PRPF4
TGFBR1	CDC20
TGFBR1	KATNB1
TGFBR1	NUP37
TGFBR1	GNB3
TGFBR1	WSB1
TGFBR1	PREB
TGFBR1	WDR13
TGFBR1	WDR61
TGFBR1	GNB2
TGFBR1	FBXW5
TGFBR1	CSNK2A2
TGFBR1	CDKL1
TGFBR1	NEK6
TGFBR1	STK35
TGFBR1	TSSK5
TGFBR1	MKNK2
TGFBR1	AURKB
TGFBR1	MAP2K3
TGFBR1	IKBKB
TGFBR1	CDK4
TGFBR1	EIF2AK4
TGFBR1	DAPK2
TGFBR1	CSNK1D
TGFBR1	NUAK2
TGFBR1	TSSK3
TGFBR1	FANCL
TGFBR1	UHMK1
TGFBR1	NEK8
TGFBR1	CSNK1A1
TGFBR1	EIF2AK1
TGFBR1	CDK14
TGFBR1	CDK17
TGFBR1	CHUK
TGFBR1	CDK6
TGFBR1	BMPR2
TGFBR1	STUB1
TGFBR1	TTC1
TGFBR1	ENC1
TGFBR1	BTBD2
TGFBR1	KLHL1
TGFBR1	SKAP2
TGFBR1	ITK
TGFBR1	SNTG1
TGFBR1	PLEK
TGFBR1	PLEKHB1
TGFBR1	ARHGAP15
TGFBR1	ARHGEF6
TGFBR1	PARD6A
TGFBR1	DUSP10
TGFBR1	DUSP6
TGFBR1	ILKAP
TGFBR1	PPP3CC
TGFBR1	PPP1CA
TGFBR1	PPP6C
TGFBR1	RNF130
TGFBR1	RNF138
TGFBR1	NOXO1
TGFBR1	NAA20
TGFBR1	SAMD8
TGFBR1	FKBP1B
TGFBR1	IRF7
TGFBR1	EFNA1
TGFBR1	RHPN2
TGFBR1	RTKN
TGFBR1	CDC42EP4
TGFBR1	STX8
TGFBR1	RGS19
TGFBR1	RRH
TGFBR1	OCLN
TGFBR1	RHOA
TGFBR1	RHOH
TGFBR1	RHOJ
TGFBR1	RAB34
TGFBR1	UBB
TGFBR1	RPS27A
TGFBR1	UBD
TGFBR1	USP45
TGFBR1	USP21
TGFBR1	UBE2E3
TGFBR1	FBXO3
TGFBR1	FBXO34
TGFBR1	FBXO24
TGFBR1	CUL5
TGFBR1	ANAPC5
TGFBR1	WWP2
TGFBR1	SMAD7
TGFBR1	STAT1
ACVR1	RAB17
ACVR1	RHOJ
ACVR1	RAB33B
ACVR1	RHOD
ACVR1	NRAS
ACVR1	RAB3B
ACVR1	RRAS2
ACVR1	CHN1
ACVR1	RPS27A
ACVR1	SQSTM1
ACVR1	TGFBR1
ACVR1	PLEK
ACVR1	PLEKHB1
ACVR1	AJUBA
ACVR1	FKBP4
ACVR1	NKIRAS1
ACVR1	RASD2
ACVR1	RAB6B
ACVR1	RHOBTB1
ACVR1	USP39
ACVR1	USP21
ACVR1	UBE2E3
ACVR1	UBE2R2
ACVR1	FBXO3
ACVR1	WDR61
ACVR1	IKBKB
ACVR1	NUAK2
ACVR1	FANCL
ACVR1	UHMK1
ACVR1	CDK14
ACVR1	FGD6
ACVR1	ILKAP
ACVR1	NAA20
ACVR1	AP2B1
ACVR1	STAT1
ACVR1	STX8
ACVR1	RHEBL1
BMPR1B	NKIRAS1
BMPR1B	RHEBL1
BMPR1B	RHOD
BMPR1B	RAB6B
BMPR1B	RAB38
BMPR1B	RHOBTB1
BMPR1B	RPS27A
BMPR1B	FBXO3
BMPR1B	SQSTM1
BMPR1B	DCAF7
BMPR1B	MKNK2
BMPR1B	MAP2K3
BMPR1B	FANCL
BMPR1B	TGFBR1
BMPR1B	LZTR1
BMPR1B	PLEKHB1
BMPR1B	FKBP1B
BMPR1B	FKBP1A
BMPR1B	IRF7
BMPR1B	RHOJ
BMPR1B	RRAS2
BMPR1B	FBXO34
BMPR1B	STK35
BMPR1B	CDK14
BMPR1B	ILKAP
BMPR1B	PPP3CC
BMPR1B	SRGAP1
BMPR1B	NAA20
BMPR1B	RASD2
BMPR1B	BCR
BMPR1B	CHN1
BMPR1B	1700006A11RIK
BMPR1B	USP45
BMPR1B	ATG16L1
BMPR1B	FBXW5
